id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChZDSUhNMG9nS0VJQ0FnSURXaEtfTWJBEAE,,3 days ago,2022-03-19 12:19:16.121583,1.0,Sapto Nugroho,0,0,https://www.google.com/maps/contrib/113725000758687682228/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURXc0lYc0NnEAE,"Pengiriman jauh melebihi batas waktu, manajemennya gimanaaa?????",6 days ago,2022-03-19 12:19:16.125528,1.0,Muhammad Neco Ardiansyah,0,0,https://www.google.com/maps/contrib/115952672759945448332/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURXa0lyMHBnRRAB,"worst of the worst! DO NOT USE them as your courier or you'll regret later! unprofessional customer service experience! very bad expedition company! i sent the package on 8th december 2021, my customer still hasn't received the goods until …",6 days ago,2022-03-19 12:19:16.156447,1.0,Saskia S,0,0,https://www.google.com/maps/contrib/117274151542175024211/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURXb0thc1VnEAE,,a week ago,2022-03-19 12:19:16.183374,4.0,Rizka Yuni Annisa,0,0,https://www.google.com/maps/contrib/106572139722641935835/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNXcy0yT2FREAE,,a week ago,2022-03-19 12:19:16.189356,1.0,trias tami,0,0,https://www.google.com/maps/contrib/103785042303189772169/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNXcGZXUzlnRRAB,,2 weeks ago,2022-03-19 12:19:16.220274,5.0,ratno risqi,0,0,https://www.google.com/maps/contrib/101679615479787272334/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNXX29yVVJnEAE,(Translated by Google) Good  (Original) Baik,2 weeks ago,2022-03-19 12:19:16.252214,5.0,Reynad Halawa,0,0,https://www.google.com/maps/contrib/116997538281054750731/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNXbHAyTkxnEAE,(Translated by Google) the call center on whatsapp was answered by BOT. Email customer call center did not reply. …,3 weeks ago,2022-03-19 12:19:16.260169,1.0,Mohammad Ali (Ali),0,0,https://www.google.com/maps/contrib/104856766989285568307/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNXaEt1a19nRRAB,"(Translated by Google) Why was my J&T notified that my package had arrived but why wasn't it at my place, why explain where my package is? …",a month ago,2022-03-19 12:19:16.351924,1.0,Adit Tya,0,0,https://www.google.com/maps/contrib/101049362329942754954/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNXbU1ySlN3EAE,"(Translated by Google) It's slow work, the item I ordered from the 10th is still on the 15th until the 15th...eehh even the delivery attempt failed and was delayed until the 28th... do you really want to wait until that date? …",a month ago,2022-03-19 12:19:16.359908,1.0,Bobby Bobb,0,0,https://www.google.com/maps/contrib/101958693346150160503/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNXbUt6UDlBRRAB,"(Translated by Google) I have noticed that both on google play and on google map, this assessment for J&T is in a very bad category. Did the J&T not see this? …",a month ago,2022-03-19 12:19:16.387827,1.0,Alverina Diliyanti,0,0,https://www.google.com/maps/contrib/108519379609500011843/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURtaDkzZWZ3EAE,"(Translated by Google) Delivery service is not clear. It only irritates the sender and the recipient, the long traffic jam package is not clear for sure, in the end the package is also lost, if you know it, who will lose? Dear J & T …",a month ago,2022-03-19 12:19:16.418746,1.0,Adip Makruf,0,0,https://www.google.com/maps/contrib/110136858260380844620/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURtN2ZuQVJREAE,(Translated by Google) This J&T delivery service removed my package item with a nominal value of 6.060.000 from December 28 until now!! Last lost in Oebufu!! Irresponsible work is not sending package goods but eliminating consumer goods!! …,a month ago,2022-03-19 12:19:16.425733,1.0,adhi adhar,0,0,https://www.google.com/maps/contrib/109623007281736670006/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURtN3MyZXhRRRAB,(Translated by Google) #MendingSicepat  (Original) #MendingSicepat,a month ago,2022-03-19 12:19:16.484568,1.0,Azis Setiawan,0,0,https://www.google.com/maps/contrib/104733900848148955409/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURtNXRLalV3EAE,"(Translated by Google) Wow Ahmad Suhendar. Where's your package? It's been fixed, my package is lost. If you can't work well, just disband and become this mass organization J&T …",a month ago,2022-03-19 12:19:16.492546,1.0,Rizki Aprilianto,0,0,https://www.google.com/maps/contrib/104122810543850956870/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURtLXUyeWZnEAE,"(Translated by Google) You don't want to close the company forever, do you? Tambah2in the burden of the world niyh JnT. kacruuuut all. …",a month ago,2022-03-19 12:19:16.572341,1.0,Ary A Sian,0,0,https://www.google.com/maps/contrib/114038175975626396123/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURtLXNUYlNREAE,(Translated by Google) Your service is very bad Short distance delivery can only take 10 days …,a month ago,2022-03-19 12:19:16.603310,1.0,KOMUNITAS GOBIS CHEKER NUSANTARA,0,0,https://www.google.com/maps/contrib/111765944876333689127/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURtN0l6bXZ3RRAB,"(Translated by Google) My package is still stored and the staff only promises ""then... I'm tired of the J&T Express service... it's better to move to another expedition that is more professional and respects its customers …",a month ago,2022-03-19 12:19:16.631221,1.0,Bambang Setiawan,0,0,https://www.google.com/maps/contrib/114610785637391341645/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNteDl5akZ3EAE,(Translated by Google) Slow  (Original) Lambat,2 months ago,2022-03-19 12:19:16.637190,1.0,Muhammad Khairul Umam,0,0,https://www.google.com/maps/contrib/108103748441115539940/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNtMjdLX3RBRRAB,"(Translated by Google) I use J&T Cargo. It's been more than a week the package is stuck, there is no change. CS could not be reached. …",2 months ago,2022-03-19 12:19:16.691023,1.0,haris asrofi,0,0,https://www.google.com/maps/contrib/103719660141028403913/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNtdzV6Yzh3RRAB,(Translated by Google) This is so badly broken  (Original) Ini parah ancur banget,2 months ago,2022-03-19 12:19:23.021082,1.0,Akhmad Fahmi Ridwan,0,0,https://www.google.com/maps/contrib/118434303025151476862/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNtOWU2Q0Z3EAE,(Translated by Google) THE SLOWEST Expedition!  (Original) Espedisi PALING LEMOT!,2 months ago,2022-03-19 12:19:23.025072,1.0,Zefry Aliskie,0,0,https://www.google.com/maps/contrib/100722837875163685697/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNtdGVMNWdBRRAB,"(Translated by Google) Nothing has arrived for 10 days, status hasn't changed, customer service on whatsapp and call center is not paying attention. don't use j&t anymore, it's better to hurry or lion the parcel will arrive immediately👍 …",2 months ago,2022-03-19 12:19:23.048011,1.0,Adriana Damayanti,0,0,https://www.google.com/maps/contrib/103622941141516434436/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNtbVk3MjdBRRAB,"(Translated by Google) Competitors are often late with delivery estimation problems, it turns out that J&T is worse, it's not appropriate to say EXPRESS using a company like this …",2 months ago,2022-03-19 12:19:23.056989,1.0,surya pro,0,0,https://www.google.com/maps/contrib/111265932594538905530/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNtX05PLTJRRRAB,"(Translated by Google) almost a month, my package says On delivery by courier,, anjayyyyyy it's really long, 3 packages are all so bad, you know, it's been too long for you to cook Anteraja for a day …",2 months ago,2022-03-19 12:19:23.111842,1.0,Neneng fathillah,0,0,https://www.google.com/maps/contrib/112968639482276530274/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNtbk4tSGV3EAE,,2 months ago,2022-03-19 12:19:23.118821,1.0,Chaidar abimanyu,0,0,https://www.google.com/maps/contrib/102687354763773975036/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNtMUpqV0FnEAE,(Translated by Google) It's a city though. But it's been a week and it hasn't arrived. …,2 months ago,2022-03-19 12:19:23.169685,1.0,Yudhistira,0,0,https://www.google.com/maps/contrib/104773327534278287724/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNtbElfcG1nRRAB,"(Translated by Google) Really slow. Delivery from the 13th. Until today, December 19th, I don't know if it will arrive. J&T service is very slow. First and last time using this service. It's better to close all J&T. …",2 months ago,2022-03-19 12:19:23.173674,1.0,Melania Selvia Weago,0,0,https://www.google.com/maps/contrib/108766348963564001806/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNtLUktMTZRRRAB,"(Translated by Google) FOR THE COURIER, MY JOKE FROM THE SHOP, ORDERING GOODS, THE ADDRESS IS CLEARLY STILL WRONG ADDRESS CONTINUES THE HANDLING IS VERY SLOW, DIFFERENT BY ANTERING JNE QUICKLY OH MY ANGRY, THE NAME IS ONLY EXPRESS …",3 months ago,2022-03-19 12:19:23.178661,1.0,Vicry Radiansyah,0,0,https://www.google.com/maps/contrib/114860722847599947917/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNtLU51TE1nEAE,"(Translated by Google) DELIVERY SERVICES WHICH ARE OFTEN PROBLEMS YES THIS IS J&T THE EMPLOYEES DON'T KNOW THE PROCEDURE, DON'T THINK ABOUT THE CONSUMER, AND THE …",3 months ago,2022-03-19 12:19:23.182651,1.0,rico saputra,0,0,https://www.google.com/maps/contrib/113930431898470911228/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNtc1BuNjZnRRAB,"(Translated by Google) It is irresponsible for the mis-sorted package to arrive at Kupang while the destination address is Ternate. It's been 1 week the goods have not arrived ""very very bad service. All hotlines are slow to respond, just …",3 months ago,2022-03-19 12:19:29.668338,1.0,william molle,0,0,https://www.google.com/maps/contrib/109248668576820027296/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNtNElERzZRRRAB,"(Translated by Google) No Recommended. I've been waiting a long time for 12 days, apparently the package is lost.. complained many times. Zonk's answer is not clear.. disappointed.. …",3 months ago,2022-03-19 12:19:29.672288,1.0,chi arshinta,0,0,https://www.google.com/maps/contrib/114147391225884475232/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSUNtZ0tibzh3RRAB,"(Translated by Google) Is this the central jnt? Keep straying. It's clear that the package from Ciparay was sent to afternoon, destination in afternoon, instead it was sent to Bandung, sent again to afternoon, sent again to Bandung, sent …",3 months ago,2022-03-19 12:19:29.697252,1.0,SMILEEE Official,0,0,https://www.google.com/maps/contrib/100875412001498677714/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURHM19LbTlBRRAB,,3 months ago,2022-03-19 12:19:29.703206,1.0,Galang Mahardika,0,0,https://www.google.com/maps/contrib/104716288779480385881/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURHMjRXdjhBRRAB,"(Translated by Google) Disappointing! The transit package at JNT Jakarta since December 1, 2021 until now on December 10, the package has not arrived in Manado and has not yet arrived at my address. …",3 months ago,2022-03-19 12:19:29.730144,1.0,H Cristy,0,0,https://www.google.com/maps/contrib/108631351915724762932/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURHODZqMUN3EAE,"(Translated by Google) I sent only 1 package but it hasn't arrived in 5 days"", my package was thrown back and forth to the jnt office from Tuntang - Semarang - Tangerang - Serang - Tangerang - Serang - Balaraja, the delivery was not clear, …",3 months ago,2022-03-19 12:19:29.737118,1.0,Lina Soeliarty,0,0,https://www.google.com/maps/contrib/109468742961154632943/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURHdlpPZ1B3EAE,"(Translated by Google) It's really bad, it's been more than a week, the package hasn't arrived, with Jakarta, I'm really tired of complaining here and there, no changes …",3 months ago,2022-03-19 12:19:29.785023,1.0,putri desari,0,0,https://www.google.com/maps/contrib/102342571912282255025/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURHMmVPb3V3RRAB,"(Translated by Google) Even though it's non-cod, the courier still asks for more money …",3 months ago,2022-03-19 12:19:29.810923,1.0,Siti Mariam,0,0,https://www.google.com/maps/contrib/113825101857281206834/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURHb2QzZ0NBEAE,,3 months ago,2022-03-19 12:19:29.816941,1.0,Reynold,0,0,https://www.google.com/maps/contrib/117124529876486914517/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSURHenNxWUZ3EAE,(Translated by Google) Call center is very bad. No one answered. I tried WA many times. 6+ hours still no reply. Try again the next day. You're welcome. No one answers. CS is not responsible and has no intention of helping consumers. …,3 months ago,2022-03-19 12:19:29.842833,1.0,Carla Sinowato,0,0,https://www.google.com/maps/contrib/116667141693280861848/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURHeHFPYTRRRRAB,(Translated by Google) So bad. Regular package should arrive 3hrs. I've been waiting a week and it hasn't arrived …,3 months ago,2022-03-19 12:19:36.341485,1.0,hagnifor run,0,0,https://www.google.com/maps/contrib/111350504003833524386/reviews?hl=en-US
ChdDSUhNMG9nS0VJQ0FnSURHd3FUa3FRRRAB,"(Translated by Google) Lately, I'm disappointed with J&T. It's really bad. The item wasn't delivered to the destination. I didn't call or tell the buyer. I just knew I had to return it. J&T is not responsible. …",3 months ago,2022-03-19 12:19:36.345474,1.0,Afan Xander,0,0,https://www.google.com/maps/contrib/105722539677145826547/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNHcmY2N2VnEAE,,4 months ago,2022-03-19 12:19:36.365383,5.0,Ricky,0,0,https://www.google.com/maps/contrib/101181943344561899117/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNHeWNpVkpBEAE,"(Translated by Google) Cleaning up business in Cipondoh Tangerang woiii, the package from the 26th was stuck there. Management is silent, there is no solution, just close it if you can't get the …",4 months ago,2022-03-19 12:19:36.372400,1.0,Fathina Halwa,0,0,https://www.google.com/maps/contrib/110492034136986997023/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNHX3FQVExREAE,"(Translated by Google) Send from 10/10/21, the marketplace has declared cancel on 24/10/21, goods on 29/10/21 will still be sent to the buyer. I've reported it on 17/10/21, asking for 3x24 hours, it's already overtime and …",4 months ago,2022-03-19 12:19:36.418280,1.0,Christopher Guo,0,0,https://www.google.com/maps/contrib/103458311708654411247/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNHam95ZmRBEAE,,4 months ago,2022-03-19 12:19:36.445205,1.0,Farrer Thomson,0,0,https://www.google.com/maps/contrib/117496586638987912969/reviews?hl=en-US
ChZDSUhNMG9nS0VJQ0FnSUNHLXZyWWN3EAE,(Translated by Google) consumers are harmed. where's the boss really?  (Original) …,4 months ago,2022-03-19 12:19:36.449188,1.0,Adri,0,0,https://www.google.com/maps/contrib/108794321589612700310/reviews?hl=en-US
